Price,Adj Close,Close,High,Low,Open,Volume
2015-02-27,175.4495849609375,210.66000366210938,211.5800018310547,210.60000610351562,211.25999450683594,108076000
2015-03-02,176.5573272705078,211.99000549316406,212.05999755859375,210.72000122070312,210.77999877929688,87491400
2015-03-03,175.83267211914062,211.1199951171875,212.0500030517578,210.0800018310547,211.47000122070312,110325800
2015-03-04,175.0913848876953,210.22999572753906,210.49000549316406,209.05999755859375,210.39999389648438,114497200
2015-03-05,175.28297424316406,210.4600067138672,210.8000030517578,209.85000610351562,210.6199951171875,76873000
2015-03-06,172.81773376464844,207.5,209.94000244140625,207.10000610351562,209.4199981689453,188128000
2015-03-09,173.53392028808594,208.36000061035156,208.7899932861328,207.5500030517578,207.74000549316406,89818900
2015-03-10,170.71893310546875,204.97999572753906,206.80999755859375,204.92999267578125,206.7100067138672,157121300
2015-03-11,170.31912231445312,204.5,205.5,204.39999389648438,205.2899932861328,110145700
2015-03-12,172.48455810546875,207.10000610351562,207.17999267578125,205.1999969482422,205.25999450683594,93993500
2015-03-13,171.4268341064453,205.8300018310547,207.92999267578125,204.5800018310547,206.77000427246094,162410900
2015-03-16,173.71722412109375,208.5800018310547,208.69000244140625,205.86000061035156,206.7100067138672,136099200
2015-03-17,173.20083618164062,207.9600067138672,208.4199981689453,206.97999572753906,207.69000244140625,94510400
2015-03-18,175.28297424316406,210.4600067138672,211.27000427246094,206.6199951171875,207.38999938964844,228808500
2015-03-19,174.48338317871094,209.5,210.47000122070312,209.02999877929688,209.9600067138672,117917300
2015-03-20,176.02359008789062,210.41000366210938,211.02000427246094,209.49000549316406,209.7100067138672,177715100
2015-03-23,175.6805877685547,210.0,211.11000061035156,210.0,210.4199981689453,71784500
2015-03-24,174.6934356689453,208.82000732421875,210.39999389648438,208.74000549316406,209.85000610351562,77805300
2015-03-25,172.13348388671875,205.75999450683594,209.35000610351562,205.7100067138672,209.07000732421875,159521700
2015-03-26,171.7235870361328,205.27000427246094,206.3699951171875,204.1199951171875,204.9600067138672,153067200
2015-03-27,172.11676025390625,205.74000549316406,205.9499969482422,204.89999389648438,205.1300048828125,118939000
2015-03-30,174.2165069580078,208.25,208.61000061035156,206.9600067138672,206.97999572753906,96180400
2015-03-31,172.69398498535156,206.42999267578125,208.10000610351562,206.36000061035156,207.25999450683594,126768700
2015-04-01,172.0833282470703,205.6999969482422,206.4199981689453,204.50999450683594,206.38999938964844,137303600
2015-04-02,172.7023162841797,206.44000244140625,206.97999572753906,205.39999389648438,205.6199951171875,86900900
2015-04-06,173.865234375,207.8300018310547,208.4499969482422,205.2100067138672,205.3699951171875,114368200
2015-04-07,173.40505981445312,207.27999877929688,208.75999450683594,207.24000549316406,207.86000061035156,81236300
2015-04-08,173.9906463623047,207.97999572753906,208.50999450683594,207.0800018310547,207.5500030517578,89351900
2015-04-09,174.76031494140625,208.89999389648438,209.17999267578125,207.19000244140625,207.77999877929688,85548900
2015-04-10,175.71400451660156,210.0399932861328,210.08999633789062,208.9600067138672,209.1999969482422,72722900
2015-04-13,174.91929626464844,209.08999633789062,210.6300048828125,209.02999877929688,209.8699951171875,74436600
2015-04-14,175.25392150878906,209.49000549316406,209.7100067138672,208.10000610351562,208.85000610351562,75099900
2015-04-15,176.040283203125,210.42999267578125,211.0399932861328,209.9499969482422,210.0500030517578,99529300
2015-04-16,175.99009704589844,210.3699951171875,210.97999572753906,209.7899932861328,210.02999877929688,68934900
2015-04-17,173.96554565429688,207.9499969482422,209.22999572753906,207.00999450683594,208.94000244140625,191113200
2015-04-20,175.5550994873047,209.85000610351562,210.25,208.9600067138672,209.05999755859375,92189500
2015-04-21,175.3459014892578,209.60000610351562,210.86000061035156,209.24000549316406,210.6699981689453,72559800
2015-04-22,176.2075958251953,210.6300048828125,210.85000610351562,208.89999389648438,210.00999450683594,78264600
2015-04-23,176.65098571777344,211.16000366210938,211.94000244140625,210.00999450683594,210.14999389648438,102585900
2015-04-24,177.06089782714844,211.64999389648438,211.97000122070312,211.11000061035156,211.66000366210938,61327400
2015-04-27,176.3247528076172,210.77000427246094,212.47999572753906,210.5399932861328,212.3300018310547,79358100
2015-04-28,176.88525390625,211.44000244140625,211.5,209.3300018310547,210.74000549316406,86863500
2015-04-29,176.1574249267578,210.57000732421875,211.2899932861328,209.60000610351562,210.3699951171875,125684900
2015-04-30,174.39222717285156,208.4600067138672,210.35000610351562,207.6199951171875,209.8800048828125,161304900
2015-05-01,176.2829132080078,210.72000122070312,210.77000427246094,209.27999877929688,209.39999389648438,103399700
2015-05-04,176.78485107421875,211.32000732421875,212.02000427246094,211.10000610351562,211.22999572753906,70927200
2015-05-05,174.76031494140625,208.89999389648438,211.4600067138672,208.72999572753906,211.02999877929688,113326200
2015-05-06,174.0408172607422,208.0399932861328,209.92999267578125,206.75999450683594,209.55999755859375,135060200
2015-05-07,174.73521423339844,208.8699951171875,209.3800048828125,207.52000427246094,207.9199981689453,88244900
2015-05-08,177.0358123779297,211.6199951171875,211.86000061035156,210.77999877929688,210.8800048828125,155877300
2015-05-11,176.19088745117188,210.61000061035156,211.88999938964844,210.52000427246094,211.57000732421875,75708100
2015-05-12,175.66383361816406,209.97999572753906,210.6300048828125,208.6199951171875,209.61000061035156,119727600
2015-05-13,175.69728088378906,210.02000427246094,211.22000122070312,209.74000549316406,210.47000122070312,94667900
2015-05-14,177.52938842773438,212.2100067138672,212.32000732421875,210.91000366210938,211.24000549316406,95934000
2015-05-15,177.7218017578125,212.44000244140625,212.61000061035156,211.86000061035156,212.44000244140625,76510100
2015-05-18,178.27394104003906,213.10000610351562,213.39999389648438,212.16000366210938,212.24000549316406,74549700
2015-05-19,178.2154083251953,213.02999877929688,213.57000732421875,212.69000244140625,213.24000549316406,72114600
2015-05-20,178.0899200439453,212.8800048828125,213.77999877929688,212.5,213.14999389648438,76857500
2015-05-21,178.6085968017578,213.5,213.75,212.50999450683594,212.7100067138672,64764600
2015-05-22,178.181884765625,212.99000549316406,213.5399932861328,212.91000366210938,213.0399932861328,57433500
2015-05-26,176.26614379882812,210.6999969482422,212.91000366210938,210.1999969482422,212.39999389648438,124308600
2015-05-27,177.9392852783203,212.6999969482422,212.97999572753906,210.75999450683594,211.25,93214000
2015-05-28,177.7386016845703,212.4600067138672,212.58999633789062,211.6300048828125,212.3300018310547,74974600
2015-05-29,176.63424682617188,211.13999938964844,212.42999267578125,210.82000732421875,212.3800048828125,124919600
2015-06-01,176.9939422607422,211.57000732421875,212.33999633789062,210.6199951171875,211.94000244140625,93338800
2015-06-02,176.818359375,211.36000061035156,212.19000244140625,210.27000427246094,211.02000427246094,91531000
2015-06-03,177.28683471679688,211.9199981689453,212.6699981689453,211.3300018310547,212.0,87820900
2015-06-04,175.78927612304688,210.1300048828125,211.86000061035156,209.75,211.07000732421875,151882800
2015-06-05,175.48817443847656,209.77000427246094,210.5800018310547,208.97999572753906,209.9499969482422,121704700
2015-06-08,174.40899658203125,208.47999572753906,209.82000732421875,208.38999938964844,209.63999938964844,89063300
2015-06-09,174.3838653564453,208.4499969482422,209.10000610351562,207.69000244140625,208.4499969482422,105034700
2015-06-10,176.4752960205078,210.9499969482422,211.41000366210938,209.3000030517578,209.3699951171875,134551300
2015-06-11,177.04417419433594,211.6300048828125,212.08999633789062,211.1999969482422,211.47999572753906,73876400
2015-06-12,175.68896484375,210.00999450683594,211.47999572753906,209.67999267578125,210.63999938964844,135382400
2015-06-15,174.93601989746094,209.11000061035156,209.4499969482422,207.7899932861328,208.63999938964844,124384200
2015-06-16,175.8897247314453,210.25,210.35000610351562,208.72000122070312,208.92999267578125,85308200
2015-06-17,176.17416381835938,210.58999633789062,211.32000732421875,209.36000061035156,210.58999633789062,126708600
2015-06-18,178.00621032714844,212.77999877929688,213.33999633789062,210.6300048828125,211.30999755859375,165867900
2015-06-19,177.21600341796875,210.80999755859375,211.5500030517578,210.36000061035156,211.4600067138672,130478700
2015-06-22,178.12391662597656,211.88999938964844,212.58999633789062,211.63999938964844,211.91000366210938,70696000
2015-06-23,178.24996948242188,212.0399932861328,212.44000244140625,211.57000732421875,212.13999938964844,68476800
2015-06-24,176.95545959472656,210.5,212.1699981689453,210.47000122070312,211.72000122070312,92307300
2015-06-25,176.4174041748047,209.86000061035156,211.25,209.77000427246094,211.10000610351562,97107400
2015-06-26,176.38380432128906,209.82000732421875,210.5800018310547,209.16000366210938,210.2899932861328,104174800
2015-06-29,172.68499755859375,205.4199981689453,209.8300018310547,205.3300018310547,208.0500030517578,202621300
2015-06-30,173.0464630126953,205.85000610351562,207.32000732421875,205.27999877929688,207.25999450683594,182925100
2015-07-01,174.43348693847656,207.5,208.02999877929688,206.55999755859375,207.72999572753906,135979900
2015-07-02,174.27383422851562,207.30999755859375,208.27000427246094,206.80999755859375,208.07000732421875,104373700
2015-07-06,173.77783203125,206.72000122070312,207.64999389648438,205.52999877929688,205.77000427246094,117975400
2015-07-07,174.87063598632812,208.02000427246094,208.1699981689453,204.11000061035156,206.9600067138672,173820200
2015-07-08,171.9368133544922,204.52999877929688,206.75999450683594,204.25,206.4199981689453,164020100
2015-07-09,172.24778747558594,204.89999389648438,207.35000610351562,204.77000427246094,207.0399932861328,144113100
2015-07-10,174.41671752929688,207.47999572753906,207.97999572753906,204.9499969482422,207.2899932861328,129456900
2015-07-13,176.34181213378906,209.77000427246094,209.89999389648438,208.94000244140625,208.99000549316406,106069400
2015-07-14,177.10675048828125,210.67999267578125,211.0500030517578,209.64999389648438,209.72000122070312,81709600
2015-07-15,177.04791259765625,210.61000061035156,211.27999877929688,210.0399932861328,210.72999572753906,97914100
2015-07-16,178.4685821533203,212.3000030517578,212.3000030517578,211.5800018310547,211.8699951171875,106683300
2015-07-17,178.61990356445312,212.47999572753906,212.5500030517578,211.8000030517578,212.2899932861328,89030000
2015-07-20,178.71231079101562,212.58999633789062,213.17999267578125,212.2100067138672,212.75,70446800
2015-07-21,178.0062255859375,211.75,212.74000549316406,211.38999938964844,212.42999267578125,77965000
2015-07-22,177.68682861328125,211.3699951171875,211.77000427246094,210.88999938964844,210.92999267578125,88667900
2015-07-23,176.6864471435547,210.17999267578125,211.64999389648438,209.75,211.52999877929688,90509100
2015-07-24,174.8538360595703,208.0,210.3699951171875,207.60000610351562,210.3000030517578,117755000
2015-07-27,173.83660888671875,206.7899932861328,207.5500030517578,206.25999450683594,206.94000244140625,132361100
2015-07-28,175.97189331054688,209.3300018310547,209.5,206.8000030517578,207.7899932861328,123544800
2015-07-29,177.18243408203125,210.77000427246094,211.0399932861328,209.30999755859375,209.47999572753906,105791300
2015-07-30,177.22445678710938,210.82000732421875,211.02000427246094,209.4199981689453,210.16000366210938,91304400
2015-07-31,176.95545959472656,210.5,211.4499969482422,210.16000366210938,211.4199981689453,103266900
2015-08-03,176.3585662841797,209.7899932861328,210.52999877929688,208.64999389648438,210.4600067138672,113965700
2015-08-04,176.01393127441406,209.3800048828125,210.25,208.8000030517578,209.6999969482422,81820800
2015-08-05,176.5939483642578,210.07000732421875,211.30999755859375,209.72999572753906,210.4499969482422,85786800
2015-08-06,175.14804077148438,208.35000610351562,210.4199981689453,207.64999389648438,210.2899932861328,116030800
2015-08-07,174.81175231933594,207.9499969482422,208.33999633789062,206.8699951171875,208.16000366210938,117858000
2015-08-10,177.0142822265625,210.57000732421875,210.6699981689453,209.27999877929688,209.27999877929688,80270700
2015-08-11,175.4170379638672,208.6699981689453,209.47000122070312,207.75999450683594,208.97000122070312,126081400
2015-08-12,175.62718200683594,208.9199981689453,209.13999938964844,205.36000061035156,207.11000061035156,172123700
2015-08-13,175.40867614746094,208.66000366210938,209.5500030517578,208.00999450683594,208.72999572753906,89383300
2015-08-14,176.04750061035156,209.4199981689453,209.50999450683594,208.25999450683594,208.42999267578125,72786500
2015-08-17,177.03111267089844,210.58999633789062,210.58999633789062,208.16000366210938,208.7100067138672,79072600
2015-08-18,176.51832580566406,209.97999572753906,210.67999267578125,209.6999969482422,210.25999450683594,71692700
2015-08-19,175.1228485107422,208.32000732421875,210.00999450683594,207.35000610351562,209.08999633789062,172946000
2015-08-20,171.46604919433594,203.97000122070312,208.2899932861328,203.89999389648438,206.50999450683594,194327900
2015-08-21,166.3045196533203,197.8300018310547,203.94000244140625,197.52000427246094,201.72999572753906,346588500
2015-08-24,159.30194091796875,189.5,197.47999572753906,182.39999389648438,187.49000549316406,507244300
2015-08-25,157.4272918701172,187.27000427246094,195.4499969482422,186.9199981689453,195.42999267578125,369833100
2015-08-26,163.47152709960938,194.4600067138672,194.7899932861328,188.3699951171875,192.0800018310547,339257000
2015-08-27,167.51502990722656,199.27000427246094,199.4199981689453,195.2100067138672,197.02000427246094,274143900
2015-08-28,167.5234375,199.27999877929688,199.83999633789062,197.9199981689453,198.5,160414400
2015-08-31,166.169921875,197.6699981689453,199.1300048828125,197.00999450683594,198.11000061035156,163298800
2015-09-01,161.210205078125,191.77000427246094,194.77000427246094,190.72999572753906,193.1199951171875,256000400
2015-09-02,164.27015686035156,195.41000366210938,195.4600067138672,192.4199981689453,194.6199951171875,160269300
2015-09-03,164.38780212402344,195.5500030517578,198.0500030517578,194.9600067138672,196.25999450683594,152087800
2015-09-04,161.89950561523438,192.58999633789062,193.86000061035156,191.61000061035156,192.85000610351562,207081000
2015-09-08,165.96826171875,197.42999267578125,197.61000061035156,195.1699981689453,195.94000244140625,116025700
2015-09-09,163.7489013671875,194.7899932861328,199.47000122070312,194.35000610351562,199.32000732421875,149347700
2015-09-10,164.63999938964844,195.85000610351562,197.22000122070312,194.25,194.55999755859375,158611100
2015-09-11,165.38815307617188,196.74000549316406,196.82000732421875,194.52999877929688,195.3800048828125,119691200
2015-09-14,164.77452087402344,196.00999450683594,197.00999450683594,195.42999267578125,196.9499969482422,79452000
2015-09-15,166.83413696289062,198.4600067138672,198.99000549316406,195.9600067138672,196.61000061035156,113806200
2015-09-16,168.2799835205078,200.17999267578125,200.41000366210938,198.41000366210938,198.82000732421875,99581600
2015-09-17,167.9016876220703,199.72999572753906,202.88999938964844,199.27999877929688,200.02000427246094,276046600
2015-09-18,165.1578826904297,195.4499969482422,198.67999267578125,194.9600067138672,195.7100067138672,223657500
2015-09-21,166.01144409179688,196.4600067138672,197.67999267578125,195.2100067138672,196.44000244140625,105726200
2015-09-22,163.8566436767578,193.91000366210938,194.4600067138672,192.55999755859375,193.8800048828125,153890900
2015-09-23,163.59469604492188,193.60000610351562,194.6699981689453,192.91000366210938,194.11000061035156,92790600
2015-09-24,163.00314331054688,192.89999389648438,193.4499969482422,190.55999755859375,192.14999389648438,159378800
2015-09-25,162.9608917236328,192.85000610351562,195.0,191.80999755859375,194.63999938964844,155054800
2015-09-28,158.8710479736328,188.00999450683594,191.91000366210938,187.63999938964844,191.77999877929688,178515900
2015-09-29,158.96400451660156,188.1199951171875,189.74000549316406,186.92999267578125,188.27000427246094,159045600
2015-09-30,161.92991638183594,191.6300048828125,191.8300018310547,189.44000244140625,190.3699951171875,163452000
2015-10-01,162.3524932861328,192.1300048828125,192.49000549316406,189.82000732421875,192.0800018310547,131079000
2015-10-02,164.77774047851562,195.0,195.02999877929688,189.1199951171875,189.77000427246094,211003300
2015-10-05,167.7098846435547,198.47000122070312,198.74000549316406,196.3300018310547,196.4600067138672,126320800
2015-10-06,167.1352996826172,197.7899932861328,198.97999572753906,197.0,198.30999755859375,110274500
2015-10-07,168.50424194335938,199.41000366210938,199.8300018310547,197.47999572753906,198.89999389648438,124307300
2015-10-08,170.02520751953125,201.2100067138672,201.5500030517578,198.58999633789062,198.9499969482422,153055200
2015-10-09,170.12660217285156,201.3300018310547,201.89999389648438,200.5800018310547,201.3800048828125,107069200
2015-10-12,170.28713989257812,201.52000427246094,201.75999450683594,200.91000366210938,201.4199981689453,56395600
2015-10-13,169.2139892578125,200.25,202.16000366210938,200.0500030517578,200.64999389648438,88038700
2015-10-14,168.4027557373047,199.2899932861328,200.8699951171875,198.94000244140625,200.17999267578125,99106200
2015-10-15,170.9885711669922,202.35000610351562,202.36000061035156,199.63999938964844,200.0800018310547,134142200
2015-10-16,171.76597595214844,203.27000427246094,203.2899932861328,201.9199981689453,202.8300018310547,114580100
2015-10-19,171.85043334960938,203.3699951171875,203.3699951171875,202.1300048828125,202.5,76523900
2015-10-20,171.63072204589844,203.11000061035156,203.83999633789062,202.5500030517578,202.85000610351562,78448500
2015-10-21,170.5660858154297,201.85000610351562,203.7899932861328,201.64999389648438,203.61000061035156,102038000
2015-10-22,173.44754028320312,205.25999450683594,205.50999450683594,201.85000610351562,202.97999572753906,174911700
2015-10-23,175.34878540039062,207.50999450683594,207.9499969482422,206.3000030517578,207.25,144442300
2015-10-26,174.91786193847656,207.0,207.3699951171875,206.55999755859375,207.3000030517578,69033000
2015-10-27,174.57986450195312,206.60000610351562,207.0,205.7899932861328,206.1999969482422,77905800
2015-10-28,176.56564331054688,208.9499969482422,208.97999572753906,206.2100067138672,207.0,135906700
2015-10-29,176.46424865722656,208.8300018310547,209.27000427246094,208.2100067138672,208.35000610351562,90525500
2015-10-30,175.70372009277344,207.92999267578125,209.44000244140625,207.74000549316406,209.05999755859375,131076900
2015-11-02,177.78244018554688,210.38999938964844,210.6199951171875,208.1699981689453,208.32000732421875,86270800
2015-11-03,178.29788208007812,211.0,211.66000366210938,209.6999969482422,209.97000122070312,95246100
2015-11-04,177.75711059570312,210.36000061035156,211.5,209.72000122070312,211.35000610351562,96224500
2015-11-05,177.5796661376953,210.14999389648438,210.97999572753906,209.08999633789062,210.42999267578125,78408700
2015-11-06,177.48667907714844,210.0399932861328,210.32000732421875,208.4600067138672,209.74000549316406,110471500
2015-11-09,175.8304443359375,208.0800018310547,209.49000549316406,206.9499969482422,209.30999755859375,131008700
2015-11-10,176.2360382080078,208.55999755859375,208.60000610351562,207.19000244140625,207.50999450683594,75874600
2015-11-11,175.54318237304688,207.74000549316406,208.94000244140625,207.66000366210938,208.8800048828125,67846000
2015-11-12,173.09263610839844,204.83999633789062,207.05999755859375,204.82000732421875,206.5,121315200
2015-11-13,171.14910888671875,202.5399932861328,204.6699981689453,202.44000244140625,204.35000610351562,153577100
2015-11-16,173.75169372558594,205.6199951171875,205.69000244140625,202.17999267578125,202.32000732421875,117645200
2015-11-17,173.62496948242188,205.47000122070312,207.0399932861328,204.8800048828125,205.99000549316406,121123700
2015-11-18,176.37973022460938,208.72999572753906,208.89999389648438,205.99000549316406,206.0399932861328,121342500
2015-11-19,176.22763061523438,208.5500030517578,209.0500030517578,208.1999969482422,208.58999633789062,88220500
2015-11-20,176.86988830566406,209.30999755859375,210.1199951171875,208.86000061035156,209.4499969482422,94011500
2015-11-23,176.6670379638672,209.07000732421875,209.97999572753906,208.52000427246094,209.3800048828125,64931200
2015-11-24,176.90365600585938,209.35000610351562,209.8300018310547,207.41000366210938,207.8699951171875,98874400
2015-11-25,176.87828063964844,209.32000732421875,209.74000549316406,209.00999450683594,209.5,51980100
2015-11-27,177.08106994628906,209.55999755859375,209.8000030517578,208.86000061035156,209.42999267578125,37317800
2015-11-30,176.34596252441406,208.69000244140625,209.88999938964844,208.55999755859375,209.75,112822700
2015-12-01,178.0275115966797,210.67999267578125,210.82000732421875,209.11000061035156,209.44000244140625,97858400
2015-12-02,176.2107391357422,208.52999877929688,211.0,208.22999572753906,210.6199951171875,108441300
2015-12-03,173.7432861328125,205.61000061035156,209.14999389648438,204.75,208.8300018310547,166224200
2015-12-04,177.13174438476562,209.6199951171875,209.97000122070312,205.61000061035156,205.61000061035156,192913900
2015-12-07,176.05860900878906,208.35000610351562,209.72999572753906,207.1999969482422,209.22999572753906,102027100
2015-12-08,174.8755645751953,206.9499969482422,208.2899932861328,205.77999877929688,206.49000549316406,103372400
2015-12-09,173.51515197753906,205.33999633789062,208.67999267578125,204.17999267578125,206.19000244140625,162401500
2015-12-10,173.96298217773438,205.8699951171875,207.42999267578125,205.13999938964844,205.4199981689453,116128900
2015-12-11,170.5913848876953,201.8800048828125,204.13999938964844,201.50999450683594,203.35000610351562,211173300
2015-12-14,171.45326232910156,202.89999389648438,203.0500030517578,199.9499969482422,202.07000732421875,182385200
2015-12-15,173.253173828125,205.02999877929688,206.11000061035156,202.8699951171875,204.6999969482422,154069600
2015-12-16,175.78817749023438,208.02999877929688,208.38999938964844,204.8000030517578,206.3699951171875,197017000
2015-12-17,173.10955810546875,204.86000061035156,208.47999572753906,204.83999633789062,208.39999389648438,173092500
2015-12-18,170.02554321289062,200.02000427246094,202.92999267578125,199.8300018310547,202.77000427246094,251393500
2015-12-21,171.42816162109375,201.6699981689453,201.8800048828125,200.08999633789062,201.41000366210938,99094300
2015-12-22,172.9837188720703,203.5,203.85000610351562,201.5500030517578,202.72000122070312,111026200
2015-12-23,175.12583923339844,206.02000427246094,206.07000732421875,204.5800018310547,204.69000244140625,110987200
2015-12-24,174.83677673339844,205.67999267578125,206.3300018310547,205.4199981689453,205.72000122070312,48539600
2015-12-28,174.437255859375,205.2100067138672,205.25999450683594,203.94000244140625,204.86000061035156,65899900
2015-12-29,176.29891967773438,207.39999389648438,207.7899932861328,206.47000122070312,206.50999450683594,92640700
2015-12-30,175.04931640625,205.92999267578125,207.2100067138672,205.75999450683594,207.11000061035156,63317700
2015-12-31,173.2982177734375,203.8699951171875,205.88999938964844,203.8699951171875,205.1300048828125,114877900
2016-01-04,170.8755645751953,201.02000427246094,201.02999877929688,198.58999633789062,200.49000549316406,222353500
2016-01-05,171.1646270751953,201.36000061035156,201.89999389648438,200.0500030517578,201.39999389648438,110845800
2016-01-06,169.0054931640625,198.82000732421875,200.05999755859375,197.60000610351562,198.33999633789062,152112600
2016-01-07,164.95077514648438,194.0500030517578,197.44000244140625,193.58999633789062,195.3300018310547,213436100
2016-01-08,163.14022827148438,191.9199981689453,195.85000610351562,191.5800018310547,195.19000244140625,209817200
2016-01-11,163.30172729492188,192.11000061035156,193.41000366210938,189.82000732421875,193.00999450683594,187941300
2016-01-12,164.61932373046875,193.66000366210938,194.5500030517578,191.13999938964844,193.82000732421875,172330500
2016-01-13,160.5136260986328,188.8300018310547,194.86000061035156,188.3800048828125,194.4499969482422,221168900
2016-01-14,163.14874267578125,191.92999267578125,193.25999450683594,187.66000366210938,189.5500030517578,240795600
2016-01-15,159.64657592773438,187.80999755859375,188.75999450683594,185.52000427246094,186.77000427246094,324846400
2016-01-19,159.85903930664062,188.05999755859375,190.11000061035156,186.1999969482422,189.9600067138672,195244400
2016-01-20,157.81044006347656,185.64999389648438,187.5,181.02000427246094,185.02999877929688,286547800
2016-01-21,158.6944580078125,186.69000244140625,188.8699951171875,184.63999938964844,186.2100067138672,195772900
2016-01-22,161.9501495361328,190.52000427246094,190.75999450683594,188.8800048828125,189.77999877929688,168319600
2016-01-25,159.5020294189453,187.63999938964844,190.14999389648438,187.41000366210938,189.9199981689453,130371700
2016-01-26,161.67811584472656,190.1999969482422,190.52999877929688,188.02000427246094,188.4199981689453,141036800
2016-01-27,159.91859436035156,188.1300048828125,191.55999755859375,187.05999755859375,189.5800018310547,185681700
2016-01-28,160.75160217285156,189.11000061035156,190.1999969482422,187.16000366210938,189.9600067138672,143798800
2016-01-29,164.6702880859375,193.72000122070312,193.8800048828125,189.8800048828125,190.02000427246094,210529300
2016-02-01,164.61082458496094,193.64999389648438,194.5800018310547,191.83999633789062,192.52999877929688,136061600
2016-02-02,161.64418029785156,190.16000366210938,191.97000122070312,189.5399932861328,191.9600067138672,182564900
2016-02-03,162.61318969726562,191.3000030517578,191.77999877929688,187.10000610351562,191.41000366210938,205054900
2016-02-04,162.8682098388672,191.60000610351562,192.75,189.9600067138672,190.7100067138672,139531800
2016-02-05,159.7655487060547,187.9499969482422,191.6699981689453,187.1999969482422,190.99000549316406,180788300
2016-02-08,157.61497497558594,185.4199981689453,186.1199951171875,182.8000030517578,185.77000427246094,191526700
